id_hash,title,summary,link,severity,longitude,latitude,scraped_at
ed0ab0a1a627ae61d1f4d1bb8a04722aa262eb5ca34b9de89dc29ba86b9526d3,Jetstar cancels 90 domestic flights across Australia after global Airbus A320 recall,"<p>Immediate software update ordered by Airbus after US mid-air incident causes airport disruption across Australia and New Zealand</p><ul><li><p>Get our <a href=""https://www.theguardian.com/email-newsletters?CMP=cvau_sfl"">breaking news email</a>, <a href=""https://app.adjust.com/w4u7jx3"">free app</a> or <a href=""https://www.theguardian.com/australia-news/series/full-story?CMP=cvau_sfl"">daily news podcast</a></p></li></ul><p>Jetstar has grounded some of its Airbus fleet in Australia and cancelled domestic and international flights after the aerospace manufacturer ordered software changes to thousands of its A320 planes following a mid-air incident.</p><p>Ninety Jetstar flights were affected on Saturday with disruption expected to continue until Sunday, the airline’s head of flying operations, Tyrone Simes, told reporters at Melbourne airport.</p> <a href=""https://www.theguardian.com/business/2025/nov/29/jetstar-cancel-domestic-flights-australia-global-airbus-a320-recall"">Continue reading...</a>",https://www.theguardian.com/business/2025/nov/29/jetstar-cancel-domestic-flights-australia-global-airbus-a320-recall,2,-98.5795,39.8283,2025-11-29T21:41:04.301054+00:00
11dc89e2a9cf1812b2b88d2073f862d646729cacb54122b390df458a4215df4a,Zelenskyy faces ‘mini-revolution’ as Yermak’s fall reshapes Ukraine’s wartime power system,"<p>Exit of Zelenskyy’s most powerful aide could also have impact on Kyiv’s negotiating position in talks over ending war</p><p>Ukraine’s political system is bracing for a “mini-revolution” as the county’s president, Volodymyr Zelenskyy, is forced to adapt to life without his closest adviser, chief enforcer and most loyal associate, Andriy Yermak, <a href=""https://www.theguardian.com/world/2025/nov/28/ukraines-anti-corruption-agencies-search-home-zelenskyy-chief-aide-andriy-yermak"">who resigned on Friday</a> after his apartment was searched as part of a widening anti-corruption probe.</p><p>Yermak’s resignation could have tremendous consequences for domestic governance, as well as for Ukraine’s negotiating position in talks over ending the war with Russia, where he had served as the head of Ukraine’s delegation to peace talks with the White House.</p> <a href=""https://www.theguardian.com/world/2025/nov/29/zelenskyy-faces-mini-revolution-as-yermak-fall-reshapes-ukraine-wartime-power-system"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/29/zelenskyy-faces-mini-revolution-as-yermak-fall-reshapes-ukraine-wartime-power-system,2,105.3188,61.524,2025-11-29T21:41:04.301473+00:00
5ff9d4a954ab8392f61e5039b094b2570461fcf65ca872ef95a723f54228ebc8,Russian attack on Kyiv cuts power to half of city and leaves two dead,"<p>Missile and drone attacks come amid Moscow’s campaign to break Ukrainian civil resistance by attacking energy grid</p><p>Two people were killed and 37 were injured by a Russian drone and missile attack on the Ukrainian capital that cut power to the western half of the city, leaving at least 500,000 residents without electricity.</p><p>Nearly 600 drones and 36 rockets were fired into the country in an attack that its president, Volodymyr Zelenskyy, said highlighted Ukraine’s need for western help with air defence, as well as other financial and political support.</p> <a href=""https://www.theguardian.com/world/2025/nov/29/deadly-russian-attack-on-kyiv-cuts-power-to-half-of-city"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/29/deadly-russian-attack-on-kyiv-cuts-power-to-half-of-city,4,105.3188,61.524,2025-11-29T21:41:04.301620+00:00
dff85c1dd70e730e31854db4183a45a445d5d07dbc2e66dd896a0f8d73489b05,The week Europe realised it stands alone against Russian expansionism,"<p>Washington’s Putin-appeasing plan for peace in Ukraine has failed, but many heard death knell sounded for European reliance on US protection</p><p>Kaja Kallas, the European Union foreign policy chief, asked her officials this week to dig up the number of times Russia had – in its various guises – invaded other states in the 20th and 21st centuries. The answer that came back was 19 states, on 33 occasions. Kallas, the former Estonian prime minister, was not just indulging in some form of historical mathematics. She was seeking to make a point that lies at the heart of the dispute between the US and Europe over Ukraine’s future, a dispute that has again revealed the chasm across the Atlantic about the true nature of the Russian regime.</p><p>Kallas reads history books as a leisure activity and – drawing on her own country’s history of Soviet occupation – has long maintained that the Soviet Union fell, but its imperialism never did. “Russia has never truly had to come to terms with its brutal past or bear the consequences of its actions,” she has said, arguing that the nature of the Russian regime means “rewarding aggression will bring more war, not less”: Putin will come back for more.</p> <a href=""https://www.theguardian.com/world/2025/nov/29/the-week-europe-realised-it-stands-alone-against-russian-expansionism"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/29/the-week-europe-realised-it-stands-alone-against-russian-expansionism,2,105.3188,61.524,2025-11-29T21:41:04.301767+00:00
1415f70a21f1022a369139e8f2ee43434635c4b2f04b74734d1b6d7d985b357b,Zelenskyy’s top aide quits after anti-corruption searches of his home,"<p>Ukrainian president announces departure of Andriy Yermak, who was leading peace talks with US</p><p>Volodymyr Zelenskyy’s powerful chief of staff and closest ally, Andriy Yermak, has resigned after Ukraine’s anti-corruption agencies conducted searches at his apartment earlier today.</p><p>The abrupt departure of the aide, who had been leading the latest round of the delicate peace negotiations with the US, was announced by the Ukrainian president in a late-afternoon social media video on Friday.</p> <a href=""https://www.theguardian.com/world/2025/nov/28/ukraines-anti-corruption-agencies-search-home-zelenskyy-chief-aide-andriy-yermak"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/28/ukraines-anti-corruption-agencies-search-home-zelenskyy-chief-aide-andriy-yermak,0,31.1656,48.3794,2025-11-29T21:41:04.301866+00:00
a03bd7c737402fcf071c6dd4f912572831bb679140cebdddabe56fdea28676aa,"Gaza death toll surpasses 70,000, says health ministry","<p>Two Palestinian children reportedly killed on Saturday as Israel continues its strikes after latest ceasefire</p><p>The Palestinian death toll has surpassed 70,000 since the Israel-Gaza war began, Gaza’s health ministry said on Saturday, while a hospital reported Israeli fire killed two Palestinian children in the territory’s south.</p><p>The toll has continued to rise after the latest ceasefire took effect on 10 October. Israel still carries out strikes in response to what it has called violations of the truce, and bodies from earlier in the war are being recovered from the rubble.</p> <a href=""https://www.theguardian.com/world/2025/nov/29/gaza-death-toll-rises-says-health-ministry"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/29/gaza-death-toll-rises-says-health-ministry,6,34.8516,31.0461,2025-11-29T21:41:04.301945+00:00
89eaa5d135ee7e8c95f5ec83b23efde47d68ce005a532d6ac00375bf083853c4,"Israel has ‘de facto state policy’ of organised torture, says UN report","<p>Committee highlights allegations including dog attacks and sexual violence, raising concern about impunity for war crimes</p><p>Israel has “a de facto state policy of organised and widespread torture”, according to a UN report covering the past two years, which also raised concerns about the impunity of Israeli security forces for war crimes.</p><p>The UN committee on torture expressed “deep concern over allegations of repeated severe beatings, dog attacks, electrocution, waterboarding, use of prolonged stress positions [and] sexual violence”.</p> <a href=""https://www.theguardian.com/world/2025/nov/29/israel-has-de-facto-state-policy-of-organised-torture-says-un-report"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/29/israel-has-de-facto-state-policy-of-organised-torture-says-un-report,4,34.8516,31.0461,2025-11-29T21:41:04.302053+00:00
b4da5b4dd59dadc7a7986a80053c25f1ef60c10ab3de00e520154b125be3da12,"Convincing evidence Israel backed aid convoy looters in Gaza, historian says","<p>Account of visit to Gaza by French professor describes Israeli military attacks on security personnel protecting convoys</p><p>A historian who spent more than a month in Gaza at the turn of the year says he saw “utterly convincing” evidence that Israel supported looters who attacked aid convoys during the conflict.</p><p>Jean-Pierre Filiu, a professor of Middle East studies at France’s prestigious Sciences Po university, entered Gaza in December where he was hosted by an international humanitarian organisation in the southern coastal zone of <a href=""https://www.theguardian.com/world/2024/mar/26/gaza-al-mawasi-palestinians-fleeing-to-humanitarian-zone-find-little-hope"">al-Mawasi</a>.</p> <a href=""https://www.theguardian.com/world/2025/nov/29/convincing-evidence-israel-backed-aid-convoy-looters-in-gaza-historian-says"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/29/convincing-evidence-israel-backed-aid-convoy-looters-in-gaza-historian-says,2,34.8516,31.0461,2025-11-29T21:41:04.302174+00:00
36b359fc57a0ac5f323c8e4d92b14c2e5a9259368204cf36dd035bab339705e7,Video shows Israeli forces shooting Palestinians dead moments after surrender,"<p>Far-right minister defends killing of two men who appeared to have given themselves up, saying ‘terrorists must die’</p><p>Video of an Israeli military raid in the West Bank shows soldiers summarily executing two Palestinians they had detained seconds earlier.</p><p>The shooting on Thursday evening, which was also witnessed by journalists close to the scene, is under justice ministry review, but has already been defended by <a href=""https://www.theguardian.com/world/israel"">Israel</a>’s far-right minister Itamar Ben-Gvir, who declared that “terrorists must die”.</p> <a href=""https://www.theguardian.com/world/2025/nov/28/video-shows-israeli-forces-shooting-palestinians-dead-moments-after-surrender"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/28/video-shows-israeli-forces-shooting-palestinians-dead-moments-after-surrender,2,34.8516,31.0461,2025-11-29T21:41:04.302333+00:00
5392d96c7408e2a0db9434c2ed63444d7e5833b0e0d2d5ca3cd3108d684d365a,Weather tracker: Snowfall cuts power in Poland and flooding devastates Sri Lanka,"<p>Temperatures dip to -8.5C in Poland and 250mm of rain falls in 24-hour period across Sri Lanka </p><p>Temperatures plummeted this week across the eastern half of Europe, with the Alps dipping as low as -20C and to -8.5°C in the Polish town of Zakopane in the Tatras Mountains.</p><p>Heavy snow also affected other parts of Poland with 15-20cm (about 6-8in) of snow falling in much of the central swathe of the country and more than 40cm in the south towards the mountains.</p> <a href=""https://www.theguardian.com/environment/2025/nov/28/weather-tracker-snowfall-cuts-power-poland-flooding-devastates-sri-lanka"">Continue reading...</a>",https://www.theguardian.com/environment/2025/nov/28/weather-tracker-snowfall-cuts-power-poland-flooding-devastates-sri-lanka,2,-57.6554369,-25.2863594,2025-11-29T21:41:05.882607+00:00
178125a94712b360885952c82631a6cb0ca5449470ac356830a4bf529d28adc4,Junta hails end to US protected status for Myanmar nationals,"<p>Human rights monitors say it is not safe to return, citing reports of ‘serious crimes in the run-up to elections’</p><p>Myanmar’s junta applauded the Trump administration on Wednesday for halting a scheme that protected its citizens from deportation from the US back to their war-racked homeland.</p><p>About 4,000 Myanmar citizens are living in the US with temporary protected status (TPS), which shields foreign nationals from deportation to disaster zones and allows them the right to work.</p> <a href=""https://www.theguardian.com/world/2025/nov/26/myanmar-us-protected-status-removal"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/26/myanmar-us-protected-status-removal,2,-84.8007716,34.1737081,2025-11-29T21:41:07.403427+00:00
8599671a4c19dc430314b038742793e8ef9828339f84a2b4f9f3248b6a688a63,Taliban accuses Pakistan of killing 10 – including nine children – in strikes on Afghanistan,"<p>The strikes come a day after a suicide attack on a security compound in Pakistan’s Peshawar city</p><p>Pakistan strikes on neighbouring Afghanistan have killed 10 people – among them nine children – a Taliban government spokesperson has said, a day after a suicide attack on a security compound in Pakistan’s Peshawar city.</p><p>“The Pakistani invading forces bombed the house of a local civilian resident ... As a result, nine children (five boys and four girls) and one woman were martyred” in Khost province, Zabihullah Mujahid said on X.</p> <a href=""https://www.theguardian.com/world/2025/nov/25/taliban-accuses-pakistan-strikes-afghanistan"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/25/taliban-accuses-pakistan-strikes-afghanistan,8,83.8167663,28.2726281,2025-11-29T21:41:08.846286+00:00
